Time,End_time,Duration_s,Flow_Lmin,Litros_totales
1554833849,1554835649,1800,0.6119999885559082,18.359999656677246
1555186988,1555188788,1800,0.6119999885559082,18.359999656677246
1555689929,1555691729,1800,0.6119999885559082,18.359999656677246
1556976001,1556977801,1800,0.6119999885559082,18.359999656677246
1557174586,1557176386,1800,0.6119999885559082,18.359999656677246
1558256343,1558258143,1800,0.6119999885559082,18.359999656677246
1558372219,1558374019,1800,0.6119999885559082,18.359999656677246
1558771163,1558772963,1800,0.6119999885559082,18.359999656677246
1559396055,1559397855,1800,0.6119999885559082,18.359999656677246
1559639539,1559641339,1800,0.6119999885559082,18.359999656677246
1559863693,1559865493,1800,0.6119999885559082,18.359999656677246
1560231367,1560233167,1800,0.6119999885559082,18.359999656677246
1560468988,1560470788,1800,0.6119999885559082,18.359999656677246
1560806035,1560807835,1800,0.6119999885559082,18.359999656677246
1561220951,1561222751,1800,0.6119999885559082,18.359999656677246
1561550326,1561552126,1800,0.6119999885559082,18.359999656677246
1562138553,1562140353,1800,0.6119999885559082,18.359999656677246
1562497465,1562499265,1800,0.6119999885559082,18.359999656677246
1562605947,1562607747,1800,0.6119999885559082,18.359999656677246
1563104611,1563106411,1800,0.6119999885559082,18.359999656677246
1563344025,1563345825,1800,0.6119999885559082,18.359999656677246
1563825816,1563827616,1800,0.6119999885559082,18.359999656677246
1564034914,1564036714,1800,0.6119999885559082,18.359999656677246
1564468609,1564470409,1800,0.6119999885559082,18.359999656677246
1564602763,1564604563,1800,0.6119999885559082,18.359999656677246
1565030740,1565032540,1800,0.6119999885559082,18.359999656677246
1565047447,1565049247,1800,0.6119999885559082,18.359999656677246
1565376729,1565378529,1800,0.6119999885559082,18.359999656677246
1565714869,1565716669,1800,0.6119999885559082,18.359999656677246
1565800749,1565802549,1800,0.6119999885559082,18.359999656677246
1566156683,1566158483,1800,0.6119999885559082,18.359999656677246
1566804251,1566806051,1800,0.6119999885559082,18.359999656677246
1567168575,1567170375,1800,0.6119999885559082,18.359999656677246
1567457421,1567459221,1800,0.6119999885559082,18.359999656677246
1568398272,1568400072,1800,0.6119999885559082,18.359999656677246
1568813263,1568815063,1800,0.6119999885559082,18.359999656677246
1569872806,1569874606,1800,0.6119999885559082,18.359999656677246
1570392572,1570394372,1800,0.6119999885559082,18.359999656677246
1570831918,1570833718,1800,0.6119999885559082,18.359999656677246
1570920730,1570922530,1800,0.6119999885559082,18.359999656677246
1570997257,1570999057,1800,0.6119999885559082,18.359999656677246
1570997889,1570999689,1800,0.6119999885559082,18.359999656677246
1571490882,1571492682,1800,0.6119999885559082,18.359999656677246
1571562049,1571563849,1800,0.6119999885559082,18.359999656677246
1594905757,1594907557,1800,0.6119999885559082,18.359999656677246
1595488227,1595490027,1800,0.6119999885559082,18.359999656677246
1595785353,1595787153,1800,0.6119999885559082,18.359999656677246
1596261260,1596263060,1800,0.6119999885559082,18.359999656677246
1600786470,1600788270,1800,0.6119999885559082,18.359999656677246
1601115887,1601117687,1800,0.6119999885559082,18.359999656677246
1601293536,1601295336,1800,0.6119999885559082,18.359999656677246
1602790011,1602791811,1800,0.6119999885559082,18.359999656677246
