Time,End_time,Duration_s,Flow_Lmin,Litros_totales
1563863167,1563863507,340,4.043887147335424,22.899
1563995336,1563995516,180,3.430235294117647,10.345
1564015443,1564015514,71,2.6039999999999996,3.118
1564021120,1564025439,4319,0.192,7.244
1564035749,1564035867,118,4.600540540540541,9.88
1564123072,1564124612,1540,3.67875,6.909
1564389404,1564394166,4762,4.498317757009345,16.98
1564476161,1564476555,394,4.6977419354838705,30.873
1564502052,1564504282,2230,4.577598152424942,35.192
1564556123,1564556326,203,5.1371875000000005,17.434
1564937423,1564937835,412,3.8527131782945734,26.438
1565029257,1565031205,1948,3.416746987951807,20.574
1565718580,1565719413,833,4.4651918735891645,43.399
1565772793,1565772802,9,0.6,0.164
1565884675,1565888231,3556,3.9899999999999998,26.094
1565945599,1565948720,3121,0.44999999999999996,8.306
1565953580,1565955259,1679,0.25999999999999995,6.475
1565983726,1565987475,3749,3.367984790874525,80.122
1566199188,1566199387,199,5.904497041420118,19.52
1566493095,1566493481,386,4.680494505494505,30.169
1567174920,1567175115,195,0.9198913043478261,3.006
1567192966,1567194040,1074,4.460963855421687,32.823
1567268055,1567268225,170,4.359503105590061,12.383
1567404044,1567405344,1300,3.8287878787878786,14.611
1567494113,1567494265,152,4.422083333333333,11.245
1567664174,1567665281,1107,3.9266666666666663,23.437
1567749788,1567750031,243,4.761315789473684,19.291
1567826033,1567826068,35,2.271176470588235,1.316
1567874228,1567875010,782,4.113394495412844,27.326
1568007060,1568007208,148,4.462714285714286,11.056
1568093387,1568093619,232,4.352054794520548,16.894
1568152595,1568153074,479,5.511466666666667,44.074
1568468144,1568470552,2408,4.89,63.69
1568655882,1568656473,591,4.353352941176471,33.923
1568795988,1568798402,2414,0.46799999999999997,0.491
1568819264,1568822173,2909,5.041348314606742,56.863
1568884795,1568887215,2420,3.9268085106382973,61.473
1569050507,1569051173,666,5.59211009174312,15.642
1569095209,1569095429,220,3.6597029702970296,13.336
1569139031,1569139333,302,5.211188811188811,26.373
1569217896,1569218065,169,5.029014084507042,14.418
1569260359,1569261499,1140,3.361967213114754,3.611
1569327302,1569327599,297,4.688669201520912,21.832
1569383789,1569384028,239,5.877599999999999,23.363
1569509036,1569509496,460,3.4859447004608293,26.747
1569605210,1569605496,286,2.945,14.192
1569676424,1569676539,115,5.518681318681318,10.829
1569748852,1569751200,2348,5.243826366559485,59.496
1569780106,1569780871,765,0.18,3.062
1569821674,1569821823,149,5.374789915966386,13.667
1569944273,1569944527,254,5.0415,21.472
1570140216,1570142052,1836,5.430412844036697,41.853
1570195060,1570195325,265,2.2210344827586206,10.408
1570292358,1570292565,207,3.4512244897959183,11.99
1570375425,1570377482,2057,3.793208430913349,29.039
1570473754,1570474639,885,4.17,121.247
1570512570,1570513494,924,6.456112412177985,78.541
1570552517,1570552651,134,5.048333333333333,11.384
1570600977,1570601740,763,5.864324324324324,27.98
1570650574,1570652726,2152,5.609828571428571,52.396
1570715982,1570716112,130,5.5424390243902435,12.16
1570773192,1570773615,423,5.0356499999999995,35.543
1570862196,1570862326,130,6.486341463414634,14.122
1570972497,1570972722,225,5.62169014084507,21.123
1570976492,1570976912,420,5.639545454545455,39.541
1571058849,1571061544,2695,2.901760563380282,15.46
1571119555,1571119815,260,5.972903225806451,17.576
1571147849,1571149058,1209,5.107846153846154,23.464
1571204078,1571204478,400,6.215,20.613
1571291480,1571291997,517,5.423949044585987,46.151
1571340076,1571340307,231,5.1498165137614675,19.906
1571419579,1571419873,294,3.830935251798561,18.854
1571474859,1571475046,187,5.915060240963855,17.614
1571496596,1571496849,253,3.0810878661087866,13.006
1571509419,1571509598,179,4.828588235294117,14.539
1571768460,1571768699,239,6.155588235294117,24.593
1571895038,1571895679,641,4.60656108597285,44.804
1571981449,1571981879,430,3.962216748768473,28.447
1572070829,1572071066,237,4.548191489361702,18.127
1572120192,1572120535,343,4.658490566037736,14.076
1572176104,1572177668,1564,4.7777358490566035,13.699
1572213688,1572218022,4334,4.306347305389221,27.21
1572262703,1572263644,941,4.497975460122699,59.21
1572275886,1572275928,42,5.466153846153846,3.815
1593677548,1593677572,24,1.8599999999999999,0.799
1593707409,1593707909,500,5.770595744680851,48.151
1593756748,1593756962,214,4.389613259668508,15.537
1593768627,1593768760,133,4.144918032786885,9.102
1593830067,1593831673,1606,1.8513461538461538,6.804
1593873962,1593875447,1485,5.176444444444445,24.87
1593962858,1593965578,2720,3.8434500000000003,27.19
1593972964,1593973525,561,5.541818181818181,51.902
1594044376,1594044636,260,4.240165289256198,18.359
1594103372,1594103501,129,3.8243697478991594,8.142
1594148171,1594148326,155,3.8816666666666664,9.918
1594222803,1594225454,2651,4.704451127819548,55.45
1594384159,1594384449,290,3.802081784386617,18.353
1594395821,1594395990,169,4.174012738853503,11.685
1594432791,1594432865,74,3.1182608695652174,3.81
1594476015,1594477337,1322,0.74,17.526
1594481403,1594485023,3620,5.078709677419354,25.106
1594499905,1594500076,171,4.49245283018868,12.62
1594552869,1594554045,1176,4.915076495132127,75.488
1594654365,1594654661,296,4.868014440433213,23.938
1594738469,1594738835,366,4.567250755287009,27.917
1594758290,1594758539,249,4.479823008849557,18.538
1594885861,1594886054,193,4.548447204968944,14.827
1594912503,1594912644,141,3.7845801526717557,8.819
1594999942,1595000412,470,5.314186046511628,8.922
