Time,End_time,Duration_s,Flow_Lmin,Litros_totales,Dispositivo
1568152595,1568153074,479,5.511466666666667,44.074,ducha
1568181753,1568181988,235,2.058125,3.966,lavamanos
1568183938,1568184684,746,1.1325,0.398,lavaplatos
1568184762,1568185122,360,0.72,4.319999999999999,inodoro
1568377243,1568377259,16,2.8425,0.805,lavamanos
1568377481,1568377488,7,3.9857142857142858,0.543,lavaplatos
1568378336,1568378337,1,2.34,0.078,lavamanos
1568397603,1568398155,552,0.8742857142857142,0.238,lavamanos
1568397957,1568398874,917,1.86,4.98,lavaplatos
1568398352,1568398712,360,0.72,4.319999999999999,inodoro
1568401003,1568402753,1750,2.5955844155844154,4.557,lavamanos
1568402219,1568402672,453,2.0841176470588234,9.394,lavaplatos
1568408911,1568409002,91,1.7147368421052631,0.725,lavamanos
1568426271,1568426631,360,0.72,4.319999999999999,inodoro
1568426515,1568426581,66,2.6133333333333333,0.578,lavamanos
1568426553,1568426913,360,0.72,4.319999999999999,inodoro
1568428432,1568428471,39,0.6142105263157894,0.409,lavamanos
1568441548,1568441908,360,0.72,4.319999999999999,inodoro
1568442733,1568442743,10,0.5519999999999999,0.094,lavaplatos
1568443612,1568444224,612,3.625333333333333,2.855,lavamanos
1568446937,1568446960,23,2.141052631578947,0.805,lavaplatos
1568451143,1568451457,314,2.738064516129032,4.742,lavamanos
1568452198,1568452204,6,1.46,0.148,lavamanos
1568455477,1568455837,360,0.72,4.319999999999999,inodoro
1568463455,1568466116,2661,3.217894736842105,26.742,lavaplatos
1568465247,1568465254,7,1.637142857142857,0.193,lavamanos
1568468139,1568468235,96,2.88,0.654,lavamanos
1568468144,1568470552,2408,4.89,63.69,ducha
1568470105,1568470123,18,3.15,0.702,lavaplatos
1568470507,1568470698,191,2.613684210526316,4.757,lavamanos
1568482406,1568483289,883,2.657142857142857,0.62,lavaplatos
1568484843,1568485203,360,0.72,4.319999999999999,inodoro
1568566477,1568567013,536,2.192142857142857,1.103,lavamanos
1568569449,1568569462,13,2.934545454545454,0.544,lavaplatos
1568569672,1568570032,360,0.72,4.319999999999999,inodoro
1568573121,1568574968,1847,2.843333333333333,12.273,lavaplatos
1568574530,1568574592,62,1.3125,0.285,lavamanos
1568574532,1568574892,360,0.72,4.319999999999999,inodoro
1568582301,1568582363,62,0.978,0.444,lavamanos
1568582823,1568582840,17,3.221538461538461,0.766,lavaplatos
1568611279,1568611639,360,3.27,12.97,lavaplatos
1568613527,1568613887,360,0.72,4.319999999999999,inodoro
1568655692,1568656052,360,0.72,4.319999999999999,inodoro
1568655882,1568656473,591,4.353352941176471,33.923,ducha
1568657228,1568657588,360,0.72,4.319999999999999,inodoro
1568657351,1568657711,360,0.72,4.319999999999999,inodoro
1568673410,1568674139,729,1.6347169811320754,3.169,lavaplatos
1568673445,1568673880,435,1.4982352941176469,1.278,lavamanos
1568676098,1568676285,187,3.383076923076923,3.423,lavamanos
1568701040,1568701047,7,2.262857142857143,0.266,lavamanos
1568701665,1568701718,53,3.663157894736842,2.348,lavaplatos
1568702165,1568702525,360,0.72,4.319999999999999,inodoro
1568702409,1568702585,176,3.727368421052632,3.985,lavamanos
1568704919,1568705443,524,2.065,1.543,lavamanos
1568705381,1568707092,1711,2.4385714285714286,0.661,lavaplatos
1568706830,1568707190,360,0.72,4.319999999999999,inodoro
1568707389,1568708243,854,2.128695652173913,4.526,lavamanos
1568714618,1568714631,13,1.984615384615385,0.472,lavamanos
1568715706,1568716066,360,0.72,4.319999999999999,inodoro
1568716190,1568716239,49,1.6885714285714284,0.283,lavamanos
1568716765,1568716773,8,4.095,0.566,lavaplatos
1568722535,1568722552,17,0.48,0.078,lavaplatos
1568726651,1568726736,85,2.42,1.184,lavamanos
1568735705,1568735777,72,0.8999999999999999,0.341,lavamanos
1568738691,1568738767,76,1.540909090909091,0.711,lavamanos
1568748742,1568751414,2672,2.5509278350515463,28.687,lavaplatos
1568751651,1568751926,275,1.706470588235294,4.281,lavamanos
1568753142,1568753502,360,0.72,4.319999999999999,inodoro
1568789045,1568789067,22,3.0409090909090906,1.171,lavaplatos
1568790594,1568790954,360,0.72,4.319999999999999,inodoro
1568794124,1568794130,6,2.5542857142857143,0.298,lavaplatos
1568795988,1568798402,2414,0.4679999999999999,0.491,ducha
1568796911,1568797271,360,0.72,4.319999999999999,inodoro
1568796972,1568797076,104,0.8039999999999999,0.324,lavamanos
1568798221,1568798678,457,1.4258823529411764,0.553,lavamanos
1568799568,1568799639,71,1.9907142857142857,1.091,lavamanos
1568803951,1568804311,360,0.72,4.319999999999999,inodoro
1568807151,1568814334,7183,3.013559322033898,120.448,lavaplatos
1568808253,1568808613,360,0.72,4.319999999999999,inodoro
1568808412,1568808493,81,3.06,0.915,lavamanos
1568812879,1568812950,71,1.272,0.292,lavamanos
1568813259,1568813619,360,0.72,4.319999999999999,inodoro
1568814382,1568814396,14,0.9369230769230767,0.223,lavamanos
1568816639,1568816657,18,1.5074999999999998,0.408,lavaplatos
1568816737,1568816748,11,1.422,0.243,lavamanos
1568819264,1568822173,2909,5.041348314606742,56.863,ducha
1568819354,1568819714,360,0.72,4.319999999999999,inodoro
1568819891,1568820019,128,2.218,2.564,lavamanos
1568821317,1568822118,801,2.559310344827586,5.121,lavamanos
1568822828,1568823279,451,1.3363636363636364,0.621,lavamanos
1568839102,1568839168,66,1.445454545454545,0.408,lavamanos
1568840263,1568840276,13,0.725,0.16,lavamanos
1568873603,1568873615,12,3.03,0.569,lavaplatos
1568874444,1568874778,334,2.0223529411764702,0.696,lavamanos
1568874455,1568874815,360,0.72,4.319999999999999,inodoro
1568878096,1568878392,296,1.9418181818181817,1.243,lavamanos
1568878413,1568879576,1163,2.43,3.669,lavaplatos
1568882147,1568882193,46,1.14,0.196,lavamanos
1568884773,1568884789,16,1.698,0.357,lavaplatos
1568884795,1568887215,2420,3.926808510638297,61.473,ducha
1568884820,1568884842,22,2.0485714285714285,0.757,lavamanos
1568886801,1568888911,2110,2.3625563909774434,12.656,lavamanos
1568889214,1568889574,360,0.72,4.319999999999999,inodoro
1568931389,1568931449,60,1.3863157894736842,0.55,lavamanos
1568958342,1568958347,5,3.05,0.305,lavaplatos
1568958530,1568958823,293,2.0009174311926605,6.556,lavamanos
1568959467,1568959942,475,1.221,2.769,lavamanos
1568964309,1568964669,360,0.72,4.319999999999999,inodoro
1569019966,1569020154,188,2.064,0.563,lavamanos
1569020052,1569020053,1,0.4499999999999999,0.015,lavaplatos
1569021286,1569021334,48,2.213684210526316,0.804,lavamanos
1569023729,1569024089,360,0.72,4.319999999999999,inodoro
1569042666,1569042671,5,0.12,0.012,lavaplatos
1569046790,1569047531,741,2.908888888888889,7.929,lavaplatos
1569048455,1569048815,360,0.72,4.319999999999999,inodoro
1569049854,1569050754,900,1.63125,3.879,lavaplatos
1569050082,1569051561,1479,2.4225,5.301,lavamanos
1569050507,1569051173,666,5.59211009174312,15.642,ducha
1569051592,1569051952,360,0.72,4.319999999999999,inodoro
1569052044,1569052404,360,0.72,4.319999999999999,inodoro
1569062974,1569062986,12,0.12,0.026,lavaplatos
1569066309,1569066358,49,0.7885714285714285,0.267,lavamanos
1569069676,1569069691,15,2.524,0.685,lavamanos
1569069960,1569071439,1479,2.7625210084033616,7.222,lavaplatos
1569070662,1569071022,360,0.72,4.319999999999999,inodoro
1569070840,1569071200,360,0.72,4.319999999999999,inodoro
1569079229,1569079257,28,1.206923076923077,0.556,lavamanos
1569080217,1569080577,360,0.72,4.319999999999999,inodoro
1569081692,1569081830,138,2.176216216216216,1.626,lavamanos
1569088377,1569090968,2591,3.664477611940298,8.155,lavaplatos
1569091116,1569091172,56,1.27875,0.45,lavamanos
1569091173,1569091533,360,0.72,4.319999999999999,inodoro
1569095209,1569095429,220,3.6597029702970296,13.336,ducha
1569095286,1569096188,902,2.000869565217392,7.423,lavamanos
1569104856,1569104873,17,2.050588235294118,0.626,lavamanos
1569134457,1569134463,6,2.7,0.315,lavaplatos
1569137713,1569138204,491,2.792307692307692,8.167,lavaplatos
1569139031,1569139333,302,5.211188811188811,26.373,ducha
1569139082,1569139124,42,3.399512195121951,2.435,lavamanos
1569139479,1569139839,360,0.72,4.319999999999999,inodoro
1569141086,1569141134,48,1.1325,0.233,lavamanos
1569141827,1569141894,67,2.22,0.591,lavamanos
1569142834,1569142837,3,1.425,0.095,lavaplatos
1569143101,1569143461,360,0.72,4.319999999999999,inodoro
1569186917,1569187254,337,1.6627397260273973,2.138,lavamanos
1569200533,1569200676,143,2.2455172413793103,3.609,lavamanos
1569216928,1569218285,1357,2.67301775147929,13.207,lavamanos
1569216999,1569217359,360,0.72,4.319999999999999,inodoro
1569217300,1569218207,907,2.4657142857142857,0.905,lavaplatos
1569217896,1569218065,169,5.029014084507042,14.418,ducha
1569219090,1569219863,773,2.288780487804878,4.405,lavamanos
1569219321,1569219681,360,0.72,4.319999999999999,inodoro
1569227442,1569227487,45,1.87,0.267,lavamanos
1569241255,1569241263,8,3.3,0.436,lavamanos
1569241267,1569245772,4505,3.575016393442623,31.644,lavaplatos
1569248513,1569248516,3,3.66,0.244,lavaplatos
1569249494,1569249854,360,0.72,4.319999999999999,inodoro
1569249999,1569250041,42,4.237894736842105,2.916,lavamanos
1569256780,1569257140,360,0.72,4.319999999999999,inodoro
1569260359,1569261499,1140,3.361967213114754,3.611,ducha
1569276724,1569278943,2219,1.562142857142857,3.06,lavaplatos
1569276797,1569276852,55,2.033333333333333,0.729,lavamanos
1569277444,1569277804,360,0.72,4.319999999999999,inodoro
1569277595,1569277966,371,2.179787234042553,5.558,lavamanos
1569278346,1569278706,360,0.72,4.319999999999999,inodoro
1569279028,1569279388,360,0.72,4.319999999999999,inodoro
1569304502,1569304580,78,1.963636363636364,0.496,lavamanos
1569304922,1569304926,4,3.4679999999999995,0.289,lavaplatos
1569305450,1569305699,249,2.038448275862069,4.732,lavamanos
1569306478,1569306861,383,1.7352631578947368,1.282,lavamanos
1569306869,1569307229,360,0.72,4.319999999999999,inodoro
1569308098,1569308150,52,1.332,0.207,lavamanos
1569315889,1569315939,50,0.3299999999999999,0.109,lavamanos
1569327302,1569327599,297,4.688669201520912,21.832,ducha
1569327390,1569327445,55,5.320588235294117,3.389,lavamanos
1569328922,1569329037,115,2.3545945945945945,1.918,lavamanos
1569338006,1569338366,360,0.72,4.319999999999999,inodoro
1569338445,1569339055,610,2.304705882352941,1.47,lavamanos
1569338730,1569338744,14,2.9353846153846157,0.694,lavaplatos
1569344860,1569345220,360,0.72,4.319999999999999,inodoro
1569347493,1569347952,459,1.5402272727272728,2.825,lavamanos
1569361781,1569361799,18,0.9633333333333334,0.307,lavamanos
1569362028,1569362388,360,0.72,4.319999999999999,inodoro
1569383789,1569384028,239,5.877599999999999,23.363,ducha
1569383838,1569383957,119,4.406769230769231,5.178,lavamanos
1569385119,1569385566,447,1.8916666666666664,3.324,lavamanos
1569385833,1569385837,4,2.64,0.22,lavaplatos
1569386204,1569386564,360,0.72,4.319999999999999,inodoro
1569427939,1569428458,519,2.3566666666666665,0.97,lavamanos
1569429129,1569429723,594,2.1526027397260274,3.469,lavamanos
1569429603,1569429607,4,3.108,0.259,lavaplatos
1569450002,1569450055,53,1.135,0.331,lavamanos
1569480663,1569482333,1670,2.878292682926829,50.614,lavaplatos
1569480963,1569481323,360,0.72,4.319999999999999,inodoro
1569482243,1569482603,360,0.72,4.319999999999999,inodoro
1569487323,1569487368,45,2.4646153846153847,0.656,lavaplatos
1569492953,1569493013,60,2.664705882352941,0.892,lavamanos
1569493181,1569496179,2998,2.4265822784810123,62.642,lavaplatos
1569494286,1569494843,557,1.635,0.636,lavamanos
1569495993,1569496353,360,0.72,4.319999999999999,inodoro
1569499739,1569499798,59,2.608695652173913,1.846,lavaplatos
1569506294,1569506483,189,2.676521739130435,4.543,lavaplatos
1569507587,1569507947,360,0.72,4.319999999999999,inodoro
1569509036,1569509496,460,3.4859447004608293,26.747,ducha
1569509128,1569509972,844,3.38936170212766,3.47,lavamanos
1569511811,1569512033,222,1.592,6.442,lavamanos
1569512240,1569512600,360,0.72,4.319999999999999,inodoro
1569512268,1569512290,22,3.5863636363636364,1.382,lavaplatos
1569523454,1569523503,49,1.3963636363636365,0.345,lavamanos
1569523846,1569525965,2119,2.712931034482758,5.568,lavaplatos
1569529920,1569529926,6,0.8142857142857143,0.095,lavamanos
1569534556,1569534566,10,1.92,0.263,lavaplatos
1569534849,1569534937,88,2.035384615384615,0.631,lavamanos
1569534882,1569535242,360,0.72,4.319999999999999,inodoro
1569565068,1569565428,360,0.72,4.319999999999999,inodoro
1569567092,1569567452,360,0.72,4.319999999999999,inodoro
1569574618,1569574623,5,0.2599999999999999,0.019,lavaplatos
1569574646,1569574650,4,1.095,0.075,lavamanos
1569586246,1569586246,1,0.54,0.009,lavamanos
1569604323,1569604683,360,0.72,4.319999999999999,inodoro
1569605210,1569605496,286,2.945,14.192,ducha
1569605296,1569605439,143,5.746315789473684,6.095,lavamanos
1569606218,1569606692,474,2.33625,0.729,lavamanos
1569606912,1569613158,6246,2.4994029850746267,62.035,lavaplatos
1569607728,1569607773,45,2.13,0.601,lavamanos
1569610735,1569611095,360,0.72,4.319999999999999,inodoro
1569612181,1569612541,360,0.72,4.319999999999999,inodoro
1569612288,1569612301,13,1.5199999999999998,0.341,lavamanos
1569613171,1569613218,47,1.356923076923077,0.391,lavamanos
1569616192,1569616252,60,0.7733333333333333,0.22,lavaplatos
1569616418,1569617332,914,2.444885496183206,7.566,lavamanos
1569631717,1569631772,55,1.4899999999999998,0.554,lavamanos
1569631801,1569632161,360,0.72,4.319999999999999,inodoro
1569655153,1569656362,1209,2.8965625,11.636,lavaplatos
1569656219,1569656323,104,1.7599999999999998,1.28,lavamanos
1569659693,1569659705,12,7.195,1.583,lavaplatos
1569661481,1569661546,65,2.748,0.896,lavamanos
1569666097,1569667696,1599,1.4563917525773196,9.473,lavamanos
1569667115,1569667475,360,0.72,4.319999999999999,inodoro
1569668068,1569668073,5,1.656,0.158,lavaplatos
1569669928,1569669986,58,1.9,1.813,lavaplatos
1569676362,1569676437,75,3.168461538461538,3.193,lavamanos
1569676424,1569676539,115,5.518681318681318,10.829,ducha
1569677539,1569677593,54,1.686,0.409,lavamanos
1569678742,1569678792,50,1.7,0.264,lavamanos
1569678992,1569679352,360,0.72,4.319999999999999,inodoro
1569695977,1569698813,2836,2.801721854304636,14.92,lavaplatos
1569696067,1569696130,63,2.725714285714285,0.825,lavamanos
1569702702,1569702723,21,1.6894736842105262,0.606,lavamanos
1569705936,1569706010,74,1.27,0.409,lavamanos
1569740837,1569741197,360,0.72,4.319999999999999,inodoro
1569741572,1569741642,70,1.8085714285714285,0.572,lavamanos
1569743391,1569743397,6,2.2885714285714287,0.267,lavaplatos
1569748141,1569748191,50,2.361,0.961,lavaplatos
1569748445,1569749533,1088,0.7475,0.848,lavamanos
1569748843,1569749203,360,0.72,4.319999999999999,inodoro
1569748852,1569751200,2348,5.243826366559485,59.496,ducha
1569751704,1569752526,822,2.914639175257732,5.984,lavamanos
1569752922,1569752928,6,1.332,0.158,lavaplatos
1569777112,1569777119,7,1.38,0.185,lavaplatos
1569777552,1569777593,41,2.5036363636363634,0.577,lavamanos
1569777582,1569777942,360,0.72,4.319999999999999,inodoro
1569780106,1569780871,765,0.18,3.062,ducha
1569780342,1569780702,360,0.72,4.319999999999999,inodoro
1569780481,1569782161,1680,2.0104477611940297,8.459,lavamanos
1569789845,1569789884,39,1.548,0.991,lavaplatos
1569790138,1569790227,89,1.0578947368421052,1.118,lavamanos
1569792519,1569792564,45,1.1742857142857144,0.248,lavamanos
1569793865,1569795328,1463,1.487142857142857,0.347,lavaplatos
1569795736,1569795807,71,1.01625,0.415,lavamanos
1569821071,1569821157,86,1.7733333333333334,1.158,lavaplatos
1569821553,1569821642,89,1.2014285714285715,1.806,lavamanos
1569821674,1569821823,149,5.374789915966386,13.667,ducha
1569822002,1569822362,360,0.72,4.319999999999999,inodoro
1569822384,1569822896,512,1.508823529411765,3.181,lavamanos
1569823291,1569823651,360,0.72,4.319999999999999,inodoro
1569829819,1569830521,702,2.2423529411764704,2.335,lavamanos
1569831533,1569831893,360,0.72,4.319999999999999,inodoro
1569834050,1569834109,59,2.033333333333333,0.447,lavamanos
1569837636,1569837712,76,0.3299999999999999,0.686,lavamanos
1569838605,1569838690,85,2.790731707317073,2.095,lavamanos
1569865051,1569865062,11,1.445454545454545,0.301,lavamanos
1569867573,1569867579,6,0.42,0.029,lavaplatos
1569867867,1569867918,51,2.511,0.95,lavamanos
1569872429,1569873524,1095,3.073846153846154,14.068,lavaplatos
1569872474,1569872474,1,1.3199999999999998,0.022,lavamanos
1569880212,1569880572,360,0.72,4.319999999999999,inodoro
1569911506,1569911866,360,0.72,4.319999999999999,inodoro
1569911774,1569912634,860,2.2766666666666664,1.88,lavaplatos
1569912972,1569913025,53,0.9728571428571428,0.307,lavamanos
1569913004,1569913364,360,0.72,4.319999999999999,inodoro
1569914081,1569914146,65,1.3714285714285714,0.306,lavamanos
1569915889,1569916249,360,0.72,4.319999999999999,inodoro
1569915955,1569916108,153,4.838823529411764,8.589,lavaplatos
1569918064,1569918403,339,2.582222222222222,8.492,lavaplatos
1569920288,1569921145,857,1.38,0.342,lavaplatos
1569923723,1569923758,35,0.4679999999999999,0.101,lavamanos
1569929850,1569930235,385,2.01,1.631,lavaplatos
1569934474,1569934481,7,0.984,0.122,lavaplatos
1569943560,1569944259,699,2.614736842105263,11.95,lavamanos
1569943714,1569944074,360,0.72,4.319999999999999,inodoro
1569944273,1569944527,254,5.0415,21.472,ducha
1569946276,1569946636,360,0.72,4.319999999999999,inodoro
1569947363,1569947397,34,2.4496551724137934,1.245,lavaplatos
1569947387,1569948415,1028,2.3295652173913046,2.022,lavamanos
1569948548,1569948908,360,0.72,4.319999999999999,inodoro
1570031289,1570031732,443,0.2,0.076,lavamanos
1570031731,1570032686,955,0.4,0.02,lavaplatos
1570032685,1570032685,1,1.3199999999999998,0.022,lavamanos
1570036830,1570036830,1,1.08,0.018,lavamanos
1570111186,1570111448,262,2.232,5.104,lavamanos
1570111445,1570112443,998,2.847272727272727,0.618,lavaplatos
1570112367,1570112436,69,1.6430769230769229,0.504,lavamanos
1570135273,1570136763,1490,1.64625,0.509,lavaplatos
1570140216,1570142052,1836,5.430412844036697,41.853,ducha
1570140234,1570140594,360,0.72,4.319999999999999,inodoro
1570141033,1570141393,360,0.72,4.319999999999999,inodoro
1570142400,1570142585,185,1.0758620689655172,2.758,lavamanos
1570168799,1570168869,70,1.3199999999999998,0.554,lavaplatos
1570169337,1570169745,408,2.761764705882353,4.989,lavamanos
1570170036,1570170396,360,0.72,4.319999999999999,inodoro
1570170528,1570171017,489,1.647857142857143,2.306,lavamanos
1570171061,1570171421,360,0.72,4.319999999999999,inodoro
1570193241,1570193298,57,1.3425,0.31,lavamanos
1570194783,1570194792,9,0.2914285714285713,0.06,lavaplatos
1570195060,1570195325,265,2.2210344827586206,10.408,ducha
1570195144,1570195793,649,3.813857142857143,11.187,lavamanos
1570196551,1570196560,9,0.7333333333333333,0.123,lavamanos
1570222993,1570223327,334,1.8854545454545453,1.277,lavamanos
1570223391,1570223410,19,2.3833333333333333,0.719,lavaplatos
1570225510,1570225514,4,0.852,0.071,lavamanos
1570225562,1570225922,360,0.72,4.319999999999999,inodoro
1570251991,1570252030,39,1.47,0.215,lavamanos
1570256511,1570257195,684,3.6888888888888887,3.072,lavaplatos
1570259133,1570259493,360,0.72,4.319999999999999,inodoro
1570263371,1570263447,76,2.74,0.872,lavamanos
1570265102,1570265122,20,2.488421052631579,0.837,lavaplatos
1570271713,1570271769,56,2.35875,0.838,lavamanos
1570273450,1570275015,1565,3.039493670886076,6.45,lavaplatos
1570280370,1570280375,5,2.46,0.207,lavaplatos
1570281126,1570281486,360,0.72,4.319999999999999,inodoro
1570282558,1570282564,6,2.34,0.273,lavaplatos
1570287053,1570287138,85,2.558181818181818,1.12,lavamanos
1570292044,1570292404,360,0.72,4.319999999999999,inodoro
1570292311,1570292656,345,2.8782089552238803,3.494,lavamanos
1570292358,1570292565,207,3.4512244897959183,11.99,ducha
1570293421,1570293839,418,1.417894736842105,0.647,lavamanos
1570297693,1570297700,7,0.6825,0.091,lavamanos
1570299957,1570300130,173,3.56,2.338,lavamanos
1570300642,1570301002,360,0.72,4.319999999999999,inodoro
1570314158,1570314438,280,0.7911111111111111,0.435,lavamanos
1570344377,1570344990,613,2.4727272727272727,19.357,lavaplatos
1570345837,1570346197,360,0.72,4.319999999999999,inodoro
1570348543,1570348948,405,4.252,19.385,lavaplatos
1570354267,1570361051,6784,2.5943697478991594,20.835,lavaplatos
1570355821,1570356094,273,2.438181818181818,7.819,lavamanos
1570357133,1570357493,360,0.72,4.319999999999999,inodoro
1570363557,1570367256,3699,3.4390443686006824,47.089,lavaplatos
1570367501,1570367861,360,0.72,4.319999999999999,inodoro
1570374866,1570376251,1385,3.2248543689320384,6.052,lavamanos
1570375387,1570375747,360,0.72,4.319999999999999,inodoro
1570375425,1570377482,2057,3.793208430913349,29.039,ducha
1570377328,1570377845,517,4.297538461538462,15.159,lavamanos
1570391959,1570391971,12,1.8553846153846156,0.402,lavamanos
1570392573,1570392933,360,0.72,4.319999999999999,inodoro
1570394186,1570394783,597,1.604,0.411,lavaplatos
1570394823,1570394886,63,1.5074999999999998,0.525,lavamanos
1570429666,1570429846,180,1.7957142857142856,3.435,lavaplatos
1570432077,1570432437,360,0.72,4.319999999999999,inodoro
1570437438,1570438257,819,2.359411764705882,4.801,lavamanos
1570448996,1570449047,51,1.96,0.607,lavamanos
1570456227,1570456288,61,1.332,0.225,lavamanos
1570464110,1570464470,360,0.72,4.319999999999999,inodoro
1570473754,1570474639,885,4.17,121.247,ducha
1570474638,1570474638,1,9.54,0.159,lavamanos
1570479172,1570479251,79,1.0885714285714283,0.273,lavamanos
1570480451,1570480811,360,0.72,4.319999999999999,inodoro
1570511957,1570511966,9,2.06,0.347,lavaplatos
1570512570,1570513494,924,6.456112412177985,78.541,ducha
1570512757,1570513048,291,1.4928947368421053,3.421,lavamanos
1570513674,1570514089,415,2.8849484536082475,5.009,lavamanos
1570515175,1570515202,27,0.8025,0.163,lavamanos
1570525571,1570525595,24,2.64,1.105,lavamanos
1570532808,1570533168,360,0.72,4.319999999999999,inodoro
1570551862,1570553096,1234,1.11375,5.447,lavaplatos
1570552517,1570552651,134,5.048333333333333,11.384,ducha
1570552521,1570552904,383,4.278947368421052,10.134,lavamanos
1570557989,1570560563,2574,3.503,4.042,lavaplatos
1570560296,1570560929,633,2.1875,2.935,lavamanos
1570560357,1570560717,360,0.72,4.319999999999999,inodoro
1570575450,1570575495,45,1.540909090909091,0.642,lavamanos
1570600580,1570600940,360,0.72,4.319999999999999,inodoro
1570600900,1570600941,41,1.2814285714285714,0.674,lavaplatos
1570600967,1570601558,591,1.8535922330097088,3.729,lavamanos
1570600977,1570601740,763,5.864324324324324,27.98,ducha
1570601060,1570601420,360,0.72,4.319999999999999,inodoro
1570602245,1570602698,453,1.0658823529411765,1.144,lavamanos
1570650574,1570652726,2152,5.609828571428571,52.396,ducha
1570650617,1570650655,38,2.614285714285714,0.662,lavamanos
1570651583,1570652656,1073,2.43144578313253,10.923,lavamanos
1570652554,1570652914,360,0.72,4.319999999999999,inodoro
1570687481,1570688368,887,2.4,0.582,lavaplatos
1570687932,1570689100,1168,2.106131386861314,6.884,lavamanos
1570688883,1570689243,360,0.72,4.319999999999999,inodoro
1570701436,1570701796,360,0.72,4.319999999999999,inodoro
1570705691,1570705766,75,1.7914285714285714,0.347,lavamanos
1570712636,1570712834,198,1.491428571428571,0.558,lavaplatos
1570715372,1570715410,38,3.21,0.387,lavaplatos
1570715951,1570716113,162,3.95945945945946,9.981,lavamanos
1570715982,1570716112,130,5.542439024390244,12.16,ducha
1570717868,1570718008,140,5.685,5.414,lavamanos
1570718641,1570718756,115,1.5472727272727274,1.344,lavamanos
1570720363,1570720805,442,3.320869565217391,11.028,lavaplatos
1570723841,1570724321,480,4.98,0.166,lavaplatos
1570725796,1570726156,360,0.72,4.319999999999999,inodoro
1570726630,1570727168,538,1.92,1.6,lavamanos
1570726782,1570727142,360,0.72,4.319999999999999,inodoro
1570741473,1570741549,76,1.1785714285714286,0.412,lavamanos
1570742479,1570742485,6,2.58,0.301,lavaplatos
1570749821,1570749892,71,1.66125,0.586,lavamanos
1570772932,1570772937,5,2.25,0.225,lavaplatos
1570773192,1570773615,423,5.03565,35.543,ducha
1570773223,1570774106,883,2.4804,6.413,lavamanos
1570775181,1570775186,5,0.69,0.05,lavaplatos
1570775310,1570775378,68,1.542857142857143,0.304,lavamanos
1570820016,1570820076,60,2.1381818181818177,0.539,lavamanos
1570820263,1570820305,42,1.1228571428571428,1.427,lavaplatos
1570831861,1570832221,360,0.72,4.319999999999999,inodoro
1570831920,1570832280,360,0.72,4.319999999999999,inodoro
1570839813,1570839818,5,0.12,0.012,lavaplatos
1570859881,1570860755,874,2.3188235294117647,22.223,lavaplatos
1570861099,1570862048,949,2.9495454545454542,11.357,lavamanos
1570862196,1570862326,130,6.486341463414634,14.122,ducha
1570862684,1570862745,61,1.8075,0.389,lavamanos
1570863422,1570863782,360,0.72,4.319999999999999,inodoro
1570863766,1570864074,308,3.1740659340659336,10.081,lavamanos
1570865400,1570865410,10,1.446,0.274,lavamanos
1570869447,1570869547,100,2.7184615384615385,2.681,lavaplatos
1570875757,1570876117,360,0.72,4.319999999999999,inodoro
1570889758,1570889820,62,2.1375,0.451,lavamanos
1570889840,1570890200,360,0.72,4.319999999999999,inodoro
1570891039,1570891132,93,2.59,0.74,lavamanos
1570891066,1570891426,360,0.72,4.319999999999999,inodoro
1570894688,1570894827,139,3.30734693877551,3.296,lavaplatos
1570896515,1570896540,25,2.032,0.573,lavamanos
1570896697,1570914779,18082,2.8865671641791044,274.711,lavaplatos
1570900159,1570900199,40,2.0123076923076924,0.492,lavamanos
1570905745,1570905842,97,3.3128571428571427,1.02,lavamanos
1570906509,1570907388,879,4.111463414634146,12.146,lavamanos
1570906721,1570907081,360,0.72,4.319999999999999,inodoro
1570907368,1570907728,360,0.72,4.319999999999999,inodoro
1570914799,1570914826,27,2.725,0.642,lavamanos
1570916977,1570917023,46,2.773333333333333,0.492,lavaplatos
1570917818,1570919155,1337,2.7964285714285717,1.777,lavamanos
1570918098,1570918458,360,0.72,4.319999999999999,inodoro
1570919015,1570923176,4161,2.9370762711864407,44.646,lavaplatos
1570920732,1570921092,360,0.72,4.319999999999999,inodoro
1570923643,1570923701,58,0.8047058823529412,0.325,lavamanos
1570924009,1570924369,360,0.72,4.319999999999999,inodoro
1570939675,1570939807,132,2.014482758620689,3.199,lavamanos
1570947004,1570947009,5,0.12,0.012,lavaplatos
1570950291,1570950631,340,1.9745454545454544,8.869,lavaplatos
1570950741,1570951101,360,0.72,4.319999999999999,inodoro
1570951701,1570952061,360,0.72,4.319999999999999,inodoro
1570953153,1570953229,76,2.215384615384615,1.107,lavamanos
1570953256,1570953673,417,2.6675,14.063,lavaplatos
1570956009,1570956024,15,0.9514285714285714,0.181,lavaplatos
1570956249,1570956609,360,0.72,4.319999999999999,inodoro
1570956489,1570956562,73,1.065,0.211,lavamanos
1570959645,1570960005,360,0.72,4.319999999999999,inodoro
1570964055,1570964063,8,2.35,0.241,lavaplatos
1570969581,1570970243,662,1.874210526315789,1.376,lavamanos
1570970205,1570970565,360,0.72,4.319999999999999,inodoro
1570971116,1570971125,9,2.5885714285714285,0.308,lavaplatos
1570972497,1570972722,225,5.62169014084507,21.123,ducha
1570972835,1570972894,59,2.892,2.594,lavamanos
1570975808,1570976168,360,0.72,4.319999999999999,inodoro
