Time,End_time,Duration_s,Flow_Lmin,Litros_totales,Dispositivo
1550048311,1550048312,1,5.31,0.177,lavamanos
1550056694,1550056700,6,3.576,0.365,ducha
1550336126,1550336134,8,3.04,0.188,lavamanos
1550338324,1550338586,262,2.46,0.369,lavamanos
1550339333,1550339347,14,2.417142857142857,0.611,lavamanos
1550350532,1550350557,25,3.28,1.435,lavamanos
1550351229,1550351247,18,2.50125,0.763,lavamanos
1550399593,1550399638,45,2.262272727272727,1.739,lavamanos
1550411190,1550411206,16,2.9,0.785,lavamanos
1550416796,1550417183,387,3.5284033613445374,19.137,lavamanos
1550417884,1550417928,44,2.7988235294117647,1.898,lavamanos
1550441095,1550441118,23,3.474,1.416,lavamanos
1550442280,1550442283,3,2.64,0.176,lavamanos
1550474470,1550475904,1434,2.3043478260869565,8.857,lavamanos
1550518075,1550518085,10,2.85,0.522,lavamanos
1550534344,1550534354,10,1.8872727272727272,0.346,lavamanos
1550559494,1550559502,8,2.6533333333333333,0.398,lavamanos
1550560508,1550560543,35,3.667058823529412,2.215,lavamanos
1550561149,1550561522,373,2.9657142857142857,7.718,lavamanos
1550562166,1550562682,516,2.7848275862068967,3.182,lavamanos
1550618780,1550619285,505,2.0966666666666667,1.34,lavamanos
1550655750,1550657001,1251,3.168085106382979,7.948,lavamanos
1550679243,1550679253,10,2.16,0.405,lavamanos
1550679870,1550679879,9,2.633333333333333,0.397,lavamanos
1550687118,1550687671,553,2.655111111111111,6.763,lavamanos
1550692954,1550692987,33,3.222,1.467,lavamanos
1550694259,1550694297,38,5.623333333333333,3.578,lavamanos
1550695194,1550695912,718,2.8493023255813954,3.999,lavamanos
1550698906,1550698911,5,2.56,0.256,lavamanos
1550701368,1550701632,264,3.415714285714286,2.53,lavamanos
1550706891,1550706904,13,2.353846153846154,0.514,lavamanos
1550708174,1550708192,18,3.3,1.064,lavamanos
1550709038,1550709042,4,2.205,0.198,lavamanos
1550711856,1550711876,20,3.156,1.162,lavamanos
1550735728,1550736074,346,2.4370786516853933,3.833,lavamanos
1550736787,1550737052,265,3.186,1.723,lavamanos
1550778313,1550778326,13,2.8846153846153846,0.681,lavamanos
1550786533,1550786549,16,2.85,0.814,lavamanos
1550801511,1550801870,359,0.8663157894736842,0.873,lavamanos
1550803987,1550804027,40,2.3676923076923075,1.621,lavamanos
1550823272,1550823297,25,3.47,1.522,lavamanos
1550831248,1550831263,15,2.9879999999999995,0.803,lavamanos
1550843805,1550843826,21,2.0171428571428573,0.742,lavamanos
1550847750,1550847759,9,4.218,0.703,lavamanos
1550850687,1550850721,34,3.3163636363636364,1.942,lavamanos
1550853568,1550853747,179,3.2038709677419352,10.004,lavamanos
1550854911,1550855220,309,2.0949152542372884,2.212,lavamanos
1550855954,1550856229,275,0.72,0.06,lavamanos
1550870830,1550870841,11,1.7,0.34,lavamanos
1550908414,1550908429,15,1.652,0.444,lavamanos
1550922958,1550922969,11,1.38,0.276,ducha
1550923809,1550923829,20,0.7949999999999999,0.278,lavamanos
1550929421,1550930339,918,2.6533333333333333,8.991,lavamanos
1550930969,1550930974,5,0.94,0.08,lavamanos
1550943029,1550943507,478,0.12,0.958,ducha
1550944293,1550944306,13,0.996923076923077,0.234,lavamanos
1550951813,1550951836,23,3.2945454545454544,1.331,lavamanos
1550996598,1550998005,1407,2.061019108280255,5.755,lavamanos
1551042311,1551042331,20,3.6252631578947367,1.248,lavamanos
1551044146,1551044152,6,3.12,0.364,lavamanos
1551078274,1551078280,6,3.1,0.379,lavamanos
1551079349,1551079371,22,1.778181818181818,0.685,lavamanos
1551080092,1551081659,1567,2.6970652173913043,8.97,lavamanos
1551095846,1551095846,1,0.78,0.013,lavamanos
1551112805,1551113165,360,0.72,4.319999999999999,inodoro
1551124757,1551124779,22,2.1514285714285712,0.831,lavamanos
1551132494,1551132559,65,2.764615384615385,5.355,lavamanos
1551135919,1551135938,19,2.172631578947368,0.726,lavamanos
1551136592,1551136596,4,1.2,0.1,lavamanos
1551136662,1551137022,360,0.72,4.319999999999999,inodoro
1551163222,1551163226,4,1.392,0.116,lavamanos
1551163319,1551163679,360,0.72,4.319999999999999,inodoro
1551172958,1551172971,13,2.147142857142857,0.501,lavamanos
1551173803,1551173805,2,0.18,0.008,lavamanos
1551176488,1551176968,480,2.88,1.299,lavamanos
1551177569,1551177584,15,3.642857142857143,0.88,lavamanos
1551180802,1551180805,3,1.02,0.068,lavamanos
1551181357,1551181717,360,0.72,4.319999999999999,inodoro
1551184544,1551184638,94,1.44375,0.726,lavamanos
1551185644,1551185710,66,2.357142857142857,1.221,lavamanos
1551186979,1551187148,169,2.625714285714285,1.266,lavamanos
1551191362,1551191388,26,3.069230769230769,1.386,lavamanos
1551192560,1551193252,692,4.331328671328671,21.549,lavamanos
1551201563,1551201923,360,0.72,4.319999999999999,inodoro
1551215602,1551215962,360,0.72,4.319999999999999,inodoro
1551249722,1551250948,1226,3.931221719457013,16.49,ducha
1551250742,1551252164,1422,2.937165354330708,6.565,lavamanos
1551252782,1551252902,120,1.33,0.363,lavamanos
1551257560,1551257920,360,0.72,4.319999999999999,inodoro
1551286587,1551286601,14,3.69,0.933,lavamanos
1551287553,1551287580,27,2.285,1.051,lavamanos
1551289362,1551289722,360,0.72,4.319999999999999,inodoro
1551305542,1551305552,10,1.464,0.253,lavamanos
1551335390,1551337187,1797,0.2599999999999999,0.735,ducha
1551335545,1551335905,360,0.72,4.319999999999999,inodoro
1551335658,1551337755,2097,2.38,11.207,lavamanos
1551371339,1551371699,360,0.72,4.319999999999999,inodoro
1551379582,1551379594,12,5.575,1.119,lavamanos
1551380790,1551380910,120,2.9505882352941177,2.879,lavamanos
1551384226,1551384405,179,4.074,1.516,lavamanos
1551393050,1551393226,176,3.7175,1.592,lavamanos
1551394907,1551394987,80,2.3125,1.299,lavamanos
1551422209,1551422569,360,0.72,4.319999999999999,inodoro
1551422701,1551423061,360,0.72,4.319999999999999,inodoro
1551426306,1551426666,360,0.72,4.319999999999999,inodoro
1551427376,1551427448,72,1.2342857142857144,2.064,lavamanos
1551430351,1551430354,3,0.96,0.064,lavamanos
1551435407,1551438717,3310,4.442068965517241,10.176,lavaplatos
1551439207,1551439567,360,0.72,4.319999999999999,inodoro
1551440826,1551441839,1013,3.36,1.306,lavaplatos
1551444362,1551446336,1974,2.0727272727272728,12.383,lavamanos
1551465957,1551470314,4357,1.8013333333333332,27.371,lavaplatos
1551475985,1551476162,177,1.1365714285714286,2.313,lavaplatos
1551479205,1551479230,25,2.0136000000000003,0.875,lavamanos
1551479301,1551479661,360,0.72,4.319999999999999,inodoro
1551510248,1551511717,1469,3.465445544554455,14.958,lavaplatos
1551515412,1551516736,1324,3.1910769230769227,3.71,lavaplatos
1551519877,1551520500,623,2.58,2.076,lavamanos
1551521944,1551521962,18,2.02,0.633,lavamanos
1551522524,1551522884,360,0.72,4.319999999999999,inodoro
1551525612,1551525633,21,1.0857142857142856,0.398,lavamanos
1551525990,1551528526,2536,2.243157894736842,16.09,lavaplatos
1551535962,1551538776,2814,3.47140758873929,51.806,ducha
1551537301,1551539714,2413,1.6990384615384615,3.407,lavamanos
1551539412,1551539772,360,0.72,4.319999999999999,inodoro
1551549181,1551549196,15,2.476,0.623,lavamanos
1551550748,1551550758,10,0.3675,0.055,lavaplatos
1551560140,1551560500,360,0.72,4.319999999999999,inodoro
1551583316,1551583334,18,2.91,0.933,lavamanos
1551602074,1551602079,5,1.68,0.168,lavaplatos
1551604782,1551606482,1700,2.0538028169014084,9.532,lavamanos
1551605098,1551605309,211,1.14,5.708,ducha
1551606539,1551608151,1612,1.5490909090909089,0.646,lavaplatos
1551643554,1551643574,20,1.951578947368421,0.692,lavamanos
1551643854,1551644992,1138,1.813684210526316,18.553,lavaplatos
1551645534,1551645541,7,1.1325,0.151,lavamanos
1551648225,1551648266,41,1.4069999999999998,0.989,lavamanos
1551678811,1551679171,360,0.72,4.319999999999999,inodoro
1551682964,1551683130,166,2.605714285714286,1.546,lavaplatos
1551683833,1551684486,653,2.6512299465240643,10.374,lavamanos
1551685278,1551685296,18,1.1366666666666665,0.361,lavamanos
1551693380,1551693740,360,0.72,4.319999999999999,inodoro
1551736044,1551736059,15,2.804,0.75,lavamanos
1551736130,1551736490,360,0.72,4.319999999999999,inodoro
1551768518,1551768878,360,0.72,4.319999999999999,inodoro
1551768995,1551769005,10,1.963636363636364,0.36,lavaplatos
1551771397,1551771419,22,3.212727272727273,1.241,lavaplatos
1551775586,1551777055,1469,2.4266666666666663,5.073,lavaplatos
1551781790,1551782354,564,2.605531914893617,10.177,lavaplatos
1551782678,1551782700,22,0.8,0.308,lavamanos
1551787448,1551788103,655,1.3957142857142857,8.383,lavaplatos
1551787779,1551787781,2,1.18,0.059,lavamanos
1551790628,1551790988,360,0.72,4.319999999999999,inodoro
1551795751,1551795771,20,2.064,0.726,lavamanos
1551796439,1551796734,295,1.5565384615384616,1.94,lavamanos
1551796439,1551796524,85,0.24,0.512,ducha
1551797792,1551797875,83,1.8372151898734177,2.567,lavamanos
1551798492,1551799336,844,1.0654545454545454,1.613,lavamanos
1551799422,1551799782,360,0.72,4.319999999999999,inodoro
1551866556,1551866916,360,0.72,4.319999999999999,inodoro
1551872374,1551872734,360,0.72,4.319999999999999,inodoro
1551888517,1551897786,9269,0.9675,4.585,ducha
1551888518,1551888878,360,0.72,4.319999999999999,inodoro
1551888593,1551888610,17,1.236,0.231,lavaplatos
1551889503,1551889853,350,0.72,0.052,lavamanos
1551899717,1551899735,18,2.59,0.828,lavamanos
1551900095,1551900390,295,1.9733333333333327,8.481,lavaplatos
1551900988,1551901037,49,2.2429787234042555,1.873,lavamanos
1551903968,1551904597,629,5.803654822335026,60.577,ducha
1551904039,1551904160,121,2.156470588235294,1.608,lavamanos
1551907869,1551908229,360,0.72,4.319999999999999,inodoro
1551932713,1551933472,759,1.573972602739726,4.057,lavamanos
1551933874,1551934234,360,0.72,4.319999999999999,inodoro
1552235085,1552236674,1589,1.7704477611940297,5.535,lavaplatos
1552236924,1552236925,1,1.7999999999999998,0.06,lavamanos
1552236979,1552240309,3330,3.626885245901639,35.184,ducha
1552239589,1552239605,16,0.79875,0.226,lavamanos
1552241000,1552243386,2386,1.801090909090909,6.286,lavamanos
1552242106,1552242466,360,0.72,4.319999999999999,inodoro
1552243624,1552243659,35,3.54,2.138,lavaplatos
1552249905,1552249919,14,1.429090909090909,0.27,lavaplatos
1552254243,1552254603,360,0.72,4.319999999999999,inodoro
1552286203,1552286563,360,0.72,4.319999999999999,inodoro
1552286552,1552286912,360,0.72,4.319999999999999,inodoro
1552286805,1552286823,18,0.75,0.238,lavamanos
1552287028,1552287641,613,2.4734328358208955,2.941,lavaplatos
1552288426,1552288994,568,0.8799999999999999,0.426,lavamanos
1552299181,1552299195,14,2.04,0.494,lavamanos
1552299930,1552299954,24,2.4327272727272726,1.073,lavamanos
1552304330,1552304338,8,1.7,0.255,lavamanos
1552305105,1552305125,20,2.232,0.784,lavamanos
1552305192,1552308346,3154,2.30203125,15.309,lavaplatos
1552306717,1552306734,17,0.7941176470588235,0.238,lavamanos
1552313962,1552314322,360,0.72,4.319999999999999,inodoro
1552319622,1552319637,15,1.984,0.532,lavamanos
1552321643,1552322539,896,2.473150684931507,7.832,lavamanos
1552404033,1552404393,360,0.72,4.319999999999999,inodoro
1552404860,1552405220,360,0.72,4.319999999999999,inodoro
1552419860,1552419877,17,1.972941176470588,0.595,lavamanos
1552421271,1552422476,1205,1.6688888888888886,9.624,lavaplatos
1552422133,1552422155,22,1.9527272727272729,0.752,lavamanos
1552459254,1552459614,360,0.72,4.319999999999999,inodoro
1552460646,1552461146,500,1.6707692307692308,3.196,lavaplatos
1552461437,1552461797,360,0.72,4.319999999999999,inodoro
1552461540,1552461722,182,2.179148936170213,2.355,lavamanos
1552462481,1552463076,595,1.995,1.394,lavamanos
1552515276,1552515280,4,0.585,0.041,lavaplatos
1552515937,1552517054,1117,3.3046336633663365,60.615,ducha
1552516394,1552516889,495,3.208571428571428,3.492,lavamanos
1552517794,1552517806,12,1.536923076923077,0.333,lavamanos
1552518530,1552518890,360,0.72,4.319999999999999,inodoro
1552545965,1552546063,98,2.52,0.7,lavaplatos
1552546775,1552548419,1644,1.5760714285714286,4.684,lavamanos
1552583010,1552583028,18,1.2133333333333332,0.384,lavamanos
1552583872,1552584263,391,1.5313043478260868,4.229,lavaplatos
1552584286,1552584302,16,0.97875,0.276,lavamanos
1552584321,1552584681,360,0.72,4.319999999999999,inodoro
1552602146,1552602506,360,0.72,4.319999999999999,inodoro
1552621716,1552621719,3,0.99,0.066,lavamanos
1552634065,1552634425,360,0.72,4.319999999999999,inodoro
1552634692,1552635360,668,2.0906666666666665,5.141,lavaplatos
1552635495,1552635513,18,1.1233333333333333,0.357,lavamanos
1552635694,1552636054,360,0.72,4.319999999999999,inodoro
1552640222,1552640582,360,0.72,4.319999999999999,inodoro
1552648344,1552648347,3,0.86,0.067,lavaplatos
1552651013,1552652024,1011,1.6983333333333337,8.403,lavaplatos
1552651351,1552651365,14,1.2257142857142855,0.308,lavamanos
1552657975,1552659465,1490,1.2879245283018868,3.647,lavamanos
1552659584,1552659944,360,0.72,4.319999999999999,inodoro
1552678776,1552678796,20,2.646,0.931,lavamanos
1552679695,1552679698,3,1.065,0.071,lavaplatos
1552684808,1552685096,288,3.0376470588235294,7.338,lavaplatos
1552691771,1552692476,705,2.6021739130434782,4.034,lavamanos
1552692090,1552692450,360,0.72,4.319999999999999,inodoro
1552719088,1552719448,360,0.72,4.319999999999999,inodoro
1552719412,1552719461,49,0.708,0.149,lavaplatos
1552724866,1552724893,27,1.111764705882353,0.373,lavaplatos
1552725074,1552725434,360,0.72,4.319999999999999,inodoro
1552728042,1552729279,1237,1.742727272727273,10.028,lavaplatos
1552730333,1552730693,360,0.72,4.319999999999999,inodoro
1552730411,1552730565,154,3.54,1.513,lavamanos
1552733219,1552733378,159,4.582105263157894,3.784,lavamanos
1552734270,1552735091,821,3.381923076923077,3.134,lavamanos
1552736959,1552736964,5,6.3,0.63,lavaplatos
1552737412,1552738382,970,1.940751879699248,7.643,lavamanos
1552738848,1552738850,2,1.18,0.059,lavaplatos
1552752662,1552754463,1801,2.752027972027972,27.627,lavaplatos
1552754519,1552754879,360,0.72,4.319999999999999,inodoro
1552757357,1552757902,545,2.2725,7.145,lavaplatos
1552757809,1552757924,115,2.29,1.252,lavamanos
1552761530,1552761530,1,0.36,0.006,lavamanos
1552780980,1552781011,31,0.8676923076923077,0.469,lavamanos
1552807032,1552807974,942,2.2729787234042558,25.635,lavaplatos
1552809315,1552809590,275,2.190782608695652,6.443,lavamanos
1552810190,1552810550,360,0.72,4.319999999999999,inodoro
1552810808,1552811508,700,1.835217391304348,1.527,lavamanos
1552811949,1552812266,317,0.5549999999999999,0.665,lavaplatos
1552951941,1552952115,174,2.907857142857143,7.662,lavaplatos
1552952188,1552952696,508,1.0102702702702704,0.696,lavamanos
1552952664,1552953024,360,0.72,4.319999999999999,inodoro
1552953501,1552953861,360,0.72,4.319999999999999,inodoro
1552977169,1552977947,778,1.3023529411764707,18.76,lavaplatos
1552978689,1552978866,177,4.638072289156626,13.651,ducha
1552978856,1552980721,1865,2.0016923076923074,7.581,lavamanos
1553017013,1553017029,16,1.14375,0.307,lavamanos
1553017785,1553017935,150,1.3563636363636362,2.887,lavamanos
1553026410,1553026424,14,1.0457142857142856,0.264,lavamanos
1553026560,1553026869,309,1.166938775510204,2.285,lavaplatos
1553030250,1553030610,360,0.72,4.319999999999999,inodoro
1553031424,1553031784,360,0.72,4.319999999999999,inodoro
1553038802,1553038920,118,1.5233333333333332,0.886,lavamanos
1553066023,1553066383,360,0.72,4.319999999999999,inodoro
1553066527,1553066558,31,3.29,1.763,lavaplatos
1553068085,1553068445,360,0.72,4.319999999999999,inodoro
1553069944,1553069945,1,2.07,0.069,lavaplatos
1553072459,1553072469,10,3.212727272727273,0.589,lavaplatos
1553076012,1553076715,703,2.425,4.616,lavaplatos
1553080513,1553082812,2299,2.167860262008733,18.886,lavaplatos
1553081004,1553081020,16,0.97875,0.279,lavamanos
1553082902,1553083262,360,0.72,4.319999999999999,inodoro
1553085497,1553085999,502,2.772,0.231,lavamanos
1553089855,1553090401,546,1.2811764705882351,6.452,lavaplatos
1553093080,1553093224,144,2.13,2.822,lavaplatos
1553100915,1553101886,971,1.73682119205298,5.613,lavamanos
1553102506,1553103029,523,1.184,1.585,lavamanos
1553103078,1553103438,360,0.72,4.319999999999999,inodoro
1553118814,1553119375,561,4.959529411764706,46.662,ducha
1553118826,1553118937,111,1.9733333333333327,3.665,lavamanos
1553119793,1553120347,554,1.54125,1.664,lavamanos
1553123921,1553124281,360,0.72,4.319999999999999,inodoro
1553149089,1553149094,5,0.6399999999999999,0.064,lavamanos
1553149596,1553149727,131,3.684545454545454,2.888,lavaplatos
1553150046,1553151709,1663,1.4637410071942445,3.701,lavamanos
1553151294,1553151654,360,0.72,4.319999999999999,inodoro
1553199752,1553200261,509,2.259230769230769,1.748,lavaplatos
1553199805,1553199823,18,1.609090909090909,0.521,lavamanos
1553204972,1553205334,362,3.285957446808511,11.501,lavamanos
1553238160,1553238487,327,3.964390243902439,8.311,lavaplatos
1553239187,1553239722,535,1.225233644859813,2.568,lavamanos
1553239859,1553240219,360,0.72,4.319999999999999,inodoro
1553240954,1553240999,45,1.0619999999999998,0.483,lavamanos
1553241578,1553241583,5,2.41,0.241,lavaplatos
1553243704,1553243706,2,1.72,0.086,lavaplatos
1553245485,1553245508,23,1.8628571428571428,0.728,lavamanos
1553248454,1553248504,50,3.738461538461538,1.076,lavamanos
1553249013,1553249021,8,1.15,0.121,lavaplatos
1553249761,1553250121,360,0.72,4.319999999999999,inodoro
1553251502,1553251506,4,2.592,0.216,lavaplatos
1553253315,1553253927,612,2.315625,1.495,lavamanos
1553253327,1553254835,1508,1.0545454545454545,1.374,lavaplatos
1553256813,1553259123,2310,2.2078125,4.115,lavaplatos
1553261021,1553261040,19,0.5210526315789473,0.174,lavamanos
1553264098,1553264569,471,1.164,0.842,lavamanos
1553266446,1553266466,20,0.9315789473684212,0.331,lavamanos
1553268082,1553268269,187,3.3163636363636364,4.641,lavaplatos
1553270909,1553271123,214,1.99,5.623,lavaplatos
1553276625,1553277705,1080,1.8556097560975608,1.804,lavaplatos
1553279976,1553280336,360,0.72,4.319999999999999,inodoro
1553281827,1553281876,49,1.26,0.525,lavamanos
1553292326,1553292360,34,0.8999999999999999,0.328,lavamanos
1553323306,1553325835,2529,1.152,20.624,lavaplatos
1553323597,1553323957,360,0.72,4.319999999999999,inodoro
1553328041,1553329309,1268,2.401935483870968,19.467,lavaplatos
1553333035,1553333041,6,0.7628571428571428,0.089,lavaplatos
1553337548,1553337908,360,0.72,4.319999999999999,inodoro
1553341709,1553342000,291,1.3378124999999998,6.24,lavaplatos
1553344549,1553345671,1122,3.415151515151515,14.231,lavaplatos
1553345576,1553345602,26,2.6533333333333333,0.434,lavamanos
1553354668,1553355437,769,1.4986466165413534,3.692,lavamanos
1553356123,1553356562,439,2.2060975609756097,7.481,lavamanos
1553357640,1553357659,19,1.1314285714285717,0.204,lavamanos
1553371728,1553371816,88,0.9866666666666666,0.918,lavamanos
1553371823,1553372949,1126,1.7482758620689651,5.541,lavaplatos
1553373100,1553373128,28,1.116923076923077,0.544,lavamanos
1553373842,1553373845,3,0.8999999999999999,0.06,lavamanos
1553390587,1553390606,19,1.74,0.58,lavamanos
1553410479,1553410839,360,0.72,4.319999999999999,inodoro
1553411081,1553411137,56,1.781111111111111,1.687,lavaplatos
1553412218,1553412254,36,1.368,0.282,lavamanos
1553419434,1553420418,984,1.7768421052631578,7.745,lavamanos
1553420717,1553429384,8667,2.7265841584158417,61.823,lavaplatos
1553426182,1553426200,18,1.8333333333333333,0.588,lavamanos
1553431378,1553431464,86,1.6684615384615384,1.021,lavamanos
1553433336,1553433671,335,0.6599999999999999,6.702,lavaplatos
1553433442,1553433499,57,1.272,0.424,lavamanos
1553433665,1553434025,360,0.72,4.319999999999999,inodoro
1553434476,1553435822,1346,3.1875,17.748,lavamanos
1553435525,1553435885,360,0.72,4.319999999999999,inodoro
1553437811,1553440624,2813,2.110961538461538,17.162,lavaplatos
1553443072,1553443767,695,1.6291304347826083,11.619,lavaplatos
1553446168,1553450908,4740,1.836044776119403,40.762,lavaplatos
1553448602,1553448962,360,0.72,4.319999999999999,inodoro
1553451459,1553451819,360,0.72,4.319999999999999,inodoro
1553457971,1553458331,360,0.72,4.319999999999999,inodoro
1553457972,1553458024,52,0.645,0.176,lavamanos
1553461352,1553461712,360,0.72,4.319999999999999,inodoro
1553461574,1553462454,880,3.065334957369062,44.759,ducha
1553461911,1553462831,920,3.07231884057971,23.755,lavamanos
1553497077,1553498487,1410,2.17125,10.98,lavaplatos
1553498309,1553498590,281,1.885321100917431,4.707,lavamanos
1553499227,1553500302,1075,0.962,2.762,lavamanos
1553500359,1553500719,360,0.72,4.319999999999999,inodoro
1553543611,1553543649,38,1.4652631578947368,0.562,lavamanos
1553544724,1553544747,23,1.3609090909090908,0.55,lavaplatos
1553545143,1553545503,360,0.72,4.319999999999999,inodoro
1553554095,1553554455,360,0.72,4.319999999999999,inodoro
1553581384,1553581477,93,1.2733333333333332,1.721,lavamanos
1553581798,1553582521,723,1.4674999999999998,4.262,lavaplatos
1553582921,1553583281,360,0.72,4.319999999999999,inodoro
1553583397,1553583411,14,2.232,0.558,lavamanos
1553584351,1553584447,96,0.8785714285714286,0.679,lavaplatos
1553587635,1553587677,42,1.9114285714285717,0.65,lavamanos
1553590439,1553590516,77,2.598648648648649,3.382,lavamanos
1553590584,1553590944,360,0.72,4.319999999999999,inodoro
1553592032,1553592392,360,0.72,4.319999999999999,inodoro
1553598651,1553598669,18,1.14,0.362,lavamanos
1553598696,1553600306,1610,2.4033707865168537,22.087,lavaplatos
1553599881,1553601078,1197,1.824198895027624,8.008,lavamanos
1553614189,1553614207,18,1.4966666666666666,0.478,lavamanos
1553615242,1553617954,2712,3.0117391304347825,25.286,lavaplatos
1553627095,1553627216,121,2.659310344827586,4.208,lavaplatos
1553627450,1553627756,306,2.1580645161290324,2.474,lavamanos
1553627613,1553627973,360,0.72,4.319999999999999,inodoro
1553644119,1553644135,16,0.82875,0.236,lavamanos
1553669248,1553669624,376,2.828,1.487,lavaplatos
1553669844,1553671506,1662,1.2760975609756098,7.811,lavamanos
1553677297,1553677657,360,0.72,4.319999999999999,inodoro
1553723204,1553723687,483,1.584,0.132,lavamanos
1553723204,1553724095,891,5.545436105476673,82.584,ducha
1553723490,1553723850,360,0.72,4.319999999999999,inodoro
1553724814,1553724821,7,1.14,0.164,lavamanos
1553754708,1553755068,360,0.72,4.319999999999999,inodoro
1553756212,1553756300,88,2.5254545454545454,2.135,lavamanos
1553756300,1553756660,360,0.72,4.319999999999999,inodoro
1553756483,1553756493,10,0.7919999999999999,0.078,lavaplatos
1553759901,1553759909,8,1.14,0.181,lavamanos
1553761552,1553764764,3212,2.737714285714285,48.64,lavaplatos
1553764211,1553764211,1,0.6599999999999999,0.011,lavamanos
1553769477,1553769518,41,1.831578947368421,0.704,lavamanos
1553773127,1553773158,31,0.9171428571428571,0.207,lavaplatos
1553773921,1553773944,23,3.0054545454545454,1.177,lavamanos
1553777234,1553777247,13,2.644615384615385,0.62,lavaplatos
1553781135,1553781174,39,1.2178378378378378,0.795,lavamanos
1553786777,1553786792,15,1.96,0.429,lavaplatos
1553794702,1553795271,569,2.0834042553191487,5.879,lavamanos
1553808669,1553808674,5,1.34,0.073,lavaplatos
1553808716,1553808730,14,1.08,0.258,lavamanos
1553809485,1553809845,360,0.72,4.319999999999999,inodoro
1553811934,1553812149,215,1.599622641509434,4.143,lavaplatos
1553841889,1553843622,1733,1.3311111111111111,0.632,lavaplatos
1553842232,1553842931,699,1.503,4.044,lavamanos
1553888111,1553888127,16,0.992,0.275,lavamanos
1553893307,1553893319,12,0.7,0.084,lavaplatos
1553898912,1553898920,8,1.3885714285714286,0.166,lavaplatos
1553899157,1553899517,360,0.72,4.319999999999999,inodoro
1553913494,1553913854,360,0.72,4.319999999999999,inodoro
1553927390,1553927407,17,1.248,0.34,lavaplatos
1553938304,1553940231,1927,1.2705882352941176,0.476,lavaplatos
1553942080,1553942090,10,1.95,0.365,lavaplatos
1553944059,1553944465,406,0.12,0.814,lavaplatos
1553945769,1553946331,562,1.680923076923077,5.732,lavamanos
1553946101,1553946461,360,0.72,4.319999999999999,inodoro
1554043540,1554044299,759,0.7975,11.812,lavaplatos
1554044023,1554045471,1448,1.2336690647482014,4.998,lavamanos
1554046285,1554046294,9,0.98,0.165,lavamanos
1554072087,1554072103,16,2.20125,0.629,lavamanos
1554099001,1554099983,982,1.6736842105263157,0.53,lavaplatos
1554101226,1554101586,360,0.72,4.319999999999999,inodoro
1554111053,1554112666,1613,1.9365714285714288,7.369,lavaplatos
1554114561,1554115046,485,2.885827814569536,23.228,ducha
1554114611,1554115023,412,4.459279279279279,27.687,lavamanos
1554115631,1554116312,681,2.047692307692308,1.617,lavamanos
1554116810,1554117170,360,0.72,4.319999999999999,inodoro
1554134595,1554134622,27,1.4974999999999998,0.664,lavamanos
1554155549,1554156773,1224,1.886315789473684,3.149,lavaplatos
1554157362,1554157383,21,0.894,0.328,lavamanos
1554183760,1554183765,5,2.13,0.213,lavamanos
1554183905,1554184652,747,1.0035,2.559,lavaplatos
1554184786,1554185146,360,0.72,4.319999999999999,inodoro
1554185593,1554186081,488,1.6396153846153845,3.663,lavamanos
1554186759,1554186775,16,2.4975,0.396,lavaplatos
1554187029,1554187350,321,1.1178947368421053,2.874,lavamanos
1554188017,1554188832,815,0.8290909090909091,3.058,lavamanos
1554188868,1554189228,360,0.72,4.319999999999999,inodoro
1554198548,1554198908,360,0.0,0.0,inodoro
1554198586,1554198946,360,0.0,0.0,inodoro
1554198805,1554199165,360,0.0,0.0,inodoro
1554198817,1554199177,360,0.0,0.0,inodoro
1554232933,1554233534,601,2.2928571428571427,8.377,lavaplatos
1554242098,1554242458,360,0.72,4.319999999999999,inodoro
1554285793,1554286153,360,0.72,4.319999999999999,inodoro
1554325174,1554325178,4,2.04,0.17,lavaplatos
1554326080,1554327056,976,3.620601769911504,36.878,ducha
1554326476,1554327034,558,5.002941176470587,7.83,lavamanos
1554353956,1554354316,360,0.72,4.319999999999999,inodoro
1554354011,1554354350,339,1.7745454545454544,9.791,lavaplatos
1554355077,1554356162,1085,1.6232142857142855,6.006,lavamanos
1554356842,1554357202,360,0.72,4.319999999999999,inodoro
1554397414,1554397428,14,1.1228571428571428,0.286,lavamanos
1554398016,1554398376,360,0.72,4.319999999999999,inodoro
1554398080,1554398271,191,1.7938235294117648,4.038,lavamanos
1554417035,1554417661,626,1.0139999999999998,0.545,lavamanos
1554452645,1554452831,186,0.72,4.094,ducha
1554452847,1554454345,1498,1.46,6.304,lavamanos
1554454646,1554455006,360,0.72,4.319999999999999,inodoro
1554470306,1554470427,121,1.63,3.619,lavamanos
1554477737,1554477778,41,1.5466666666666666,0.541,lavamanos
1554482562,1554482601,39,3.7097142857142855,2.503,lavamanos
1554485870,1554486328,458,5.231944444444444,39.905,ducha
1554485974,1554486014,40,3.0,1.96,lavamanos
1554487677,1554487678,1,0.6599999999999999,0.022,lavamanos
1554489022,1554489108,86,0.9966666666666666,1.065,lavamanos
1554490031,1554490391,360,0.72,4.319999999999999,inodoro
1554510644,1554510972,328,0.7152,0.326,lavamanos
1554536037,1554536397,360,0.72,4.319999999999999,inodoro
1554537997,1554539273,1276,1.875,9.614,lavamanos
1554540069,1554540429,360,0.72,4.319999999999999,inodoro
1554552091,1554552451,360,0.72,4.319999999999999,inodoro
